title,price,location A,location B,location C,location D,size,lat,long
"RETKO U PONUDI! Centar, Svetogorska","300.000,00 €","Beograd ","Opština Stari grad ",Atelje 212,"Svetogorska ","100 m2
Kvadratura",44.814295,20.4681403
"POVOLJNO! Zarkovo, Repiska","117.000,00 €","Beograd ","Opština Čukarica ","Žarkovo ","Repiska ","75 m2
Kvadratura",44.7610532,20.4165466
"Cubura, Cernisevskog","332.800,00 €","Beograd ","Opština Vračar ","Čubura ","Cernisevskog ","128 m2
Kvadratura",44.7966139,20.4762124
"Beograd na vodi,ETERNA B103 - BEZ PROVIZIJE KUPCA","261.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",ETERNA B103,"86 m2
Kvadratura",44.8125449,20.46123
"Beograd na vodi,QUARTET 2 A311 - BEZ PROVIZIJE KUP","277.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",QUARTET 2 A311,"83 m2
Kvadratura",44.8125449,20.46123
"Beograd na vodi,ETERNA A709 - BEZ PROVIZIJE KUPCA","275.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",ETERNA A709,"86 m2
Kvadratura",44.8125449,20.46123
"Kalenic, Novopazarska","200.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Novopazarska ","83 m2
Kvadratura",44.8001747,20.475769
"Beograd na vodi,ETERNA A510 - BEZ PROVIZIJE KUPCA","287.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",ETERNA A510,"89 m2
Kvadratura",44.8125449,20.46123
"Beograd na vodi,QUARTET 4 106 - BEZ PROVIZIJE KUPC","239.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",QUARTET 4 106,"74 m2
Kvadratura",44.8125449,20.46123
"Beograd na vodi,ETERNA A702 - BEZ PROVIZIJE KUPCA","399.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",ETERNA A702,"115 m2
Kvadratura",44.8125449,20.46123
"Beograd na vodi,ETERNA A112 - BEZ PROVIZIJE KUPCA","250.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",ETERNA A112,"77 m2
Kvadratura",44.8125449,20.46123
"Beograd, Lion, Stan, 0.5, 31m2","80.600,00 €","Beograd ","Opština Zvezdara ","Lion ","Brsjačka ","31 m2
Kvadratura",44.7962691,20.5027626
"Beograd, Lion, Stan, 2.0, 64m2","166.400,00 €","Beograd ","Opština Zvezdara ","Lion ","Brsjačka ","64 m2
Kvadratura",44.7962691,20.5027626
"Beograd, Lion, Stan, 2.0, 70m2","182.000,00 €","Beograd ","Opština Zvezdara ","Lion ","Brsjačka ","70 m2
Kvadratura",44.7962691,20.5027626
"Beograd, Lion, Stan, 2.0, 69m2","179.400,00 €","Beograd ","Opština Zvezdara ","Lion ","Brsjačka ","69 m2
Kvadratura",44.7962691,20.5027626
"Voždovac, Trošarina, Joakima Rakovca, 3.5, 87m2","182.700,00 €","Beograd ","Opština Voždovac ","Trošarina ","Joakima Rakovca ","87 m2
Kvadratura",44.7619691,20.4830244
"Prodaje se Lux 3.0-85kv,T-75,Garaza-21000E","363.000,00 €","Beograd ","Opština Vračar ","Neimar ","Nebojsina ","85 m2
Kvadratura",44.7949623,20.4668043
+ ZVEZDARA SF 495,"298.000,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ","DIMITRIJA TUCOVIĆA ","165,43 m2
Kvadratura",44.8052567,20.4847048
"BW - Quartet 2, BEZ PROVIZIJE ZA KUPCE, ID 15946","276.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ",Quartet 2,"83 m2
Kvadratura",44.8125449,20.46123
"Kaludjerica, Smederevski put, novi stanovi","46.000,00 €","Beograd ","Opština Grocka ","Kaluđerica ","Smederevski put ","38,34 m2
Kvadratura",44.7636859,20.565037
"Voždovac, Autokomanda, Ljutice Bogdana, 1.0, 39m2","112.000,00 €","Beograd ","Opština Voždovac ","Autokomanda ","Ljutice Bogdana ","39 m2
Kvadratura",44.7826873,20.4619633
"Mirijevo, iznad Koste Nadja, luks stanovi, pdv","63.800,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Vlastimira Djuze Stojiljkovića ","44 m2
Kvadratura",44.7980457,20.5382082
"3,0 stan sa otvorenim pogledom. Adaptibilan","160.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Banjalucka ","94 m2
Kvadratura",44.7891937,20.4947692
Salonac. Svetao ! Terasa 20m2. Miran.,"250.000,00 €","Beograd ","Opština Stari grad ","Politika ","Svetogorska  ","108 m2
Kvadratura",44.8141223,20.4676634
ODLIČAN NOV STAN DUPLEX 140m2 NIŠKA 5.0,"420.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","NIŠKA ","140 m2
Kvadratura",,
"Krnjača,METRO,najbolja lokacija,dozvola,NOVO","66.700,00 €","Beograd ","Opština Palilula ","Krnjača ",,"46 m2
Kvadratura",44.8475573,20.5185941
"Nov, neuseljavan sa dve terase ID#114608","129.000,00 €","Beograd ","Opština Novi Beograd ","Dr Ivana Ribara ","Mileve Marić Ajnštajn ","70 m2
Kvadratura",44.7986555,20.3668087
STARI GRAD KNEZ MIHAJLOVA 144m2 580000e,"580.000,00 €","Beograd ","Opština Stari grad ","Knez Mihailova ","KNEZA MIHAILA ","144 m2
Kvadratura",44.8177356,20.4569894
"Zvezdara, Cvetkova pijaca, Paje Jovanović , 2.5, 4","95.000,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Paje Jovanović  ","43 m2
Kvadratura",44.7894498,20.5081278
"Zvezdara, Cvetkova pijaca, Paje Jovanovića, 2.5, 6","126.000,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Paje Jovanovića ","60 m2
Kvadratura",44.7894498,20.5081278
"Vračar, u blizini Hrama, 74m2 + terasa 15m2","207.200,00 €","Beograd ","Opština Vračar ","Hram svetog Save ",,"74 m2
Kvadratura",44.7981492,20.4691058
Novi Beograd- Otona Župančića,"125.000,00 €","Beograd ","Opština Novi Beograd ","Paviljoni ","Otona Župančića ","62 m2
Kvadratura",45.7955855,16.0032108
Cara Nikolaja II ČUBURA Vračar Beograd Srbija,"65.000,00 €","Beograd ","Opština Vračar ","Čubura ","Cara Nikolaja II ","35 m2
Kvadratura",44.7979968,20.4796315
"Skadarlija, 31m2 , 127000","127.000,00 €","Beograd ","Opština Stari grad ","Skadarlija ","Bulevar Despota Stefana ","31 m2
Kvadratura",44.8166063,20.4650864
"3.0, ŽARKOVO","96.000,00 €","Beograd ","Opština Čukarica ","Žarkovo ","Kopaonička ","61 m2
Kvadratura",44.7528178,20.4155103
"ZELENI VENAC, 45M2, I, EG","115.000,00 €","Beograd ","Opština Savski venac ","Centar ","Brankova ","45 m2
Kvadratura",44.8149766,20.4540489
"VOŽ.CRKVA, 34M2, PR, CG, UKNJ.","69.900,00 €","Beograd ","Opština Voždovac ","Voždovačka crkva ","Jove Ilića ","34 m2
Kvadratura",44.779525,20.4711979
"Đeram,Đevđelijska, 1.5, 42+t, 1/4,nr,opremljen,LUX","118.000,00 €","Beograd ","Opština Zvezdara ","Lion ","Đevđelijska ","44 m2
Kvadratura",44.7996374,20.4916922
"Dobanovačka,46m2,renoviran, namešten,odmah useljiv","47.900,00 €","Beograd ","Opština Zemun ","Centar ","Dobanovačka ","46 m2
Kvadratura",44.8479691,20.3998746
"VOŽDOVAČKA CRKVA, 75m2, II, ta uk. ID#75514","166.000,00 €","Beograd ","Opština Voždovac ","Voždovačka crkva ","Vojvode Stepe ","75 m2
Kvadratura",44.779525,20.4711979
"Hit ponuda,Muhar, 26+20,odlična pozicija, namešten","47.900,00 €","Beograd ","Opština Zemun ","Muhar ","Dobanovačka ","46 m2
Kvadratura",44.8463878,20.4058385
"Dr. Ivana Ribara, 3.5 Mileve Marić 104m2+T, Nov","197.000,00 €","Beograd ","Opština Novi Beograd ","Dr Ivana Ribara ","Mileve Marić ","104 m2
Kvadratura",44.8000403,20.3694329
Medaković 3 - odličan stan ID#2918,"115.000,00 €","Beograd ","Opština Voždovac ",Medaković 3,"Braće Srnić ","90 m2
Kvadratura",44.7741881,20.5052281
"Kalenić - Mileševska, 4.0, garaža uračunata u cenu","250.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Mileševska ","80 m2
Kvadratura",44.8001747,20.475769
VRACAR CVETNI TRG 122m2 317000e,"317.000,00 €","Beograd ","Opština Vračar ","Cvetni trg ","KRALJA MILANA ","122 m2
Kvadratura",44.8056269,20.4653886
"SKADARLIJA, 92M2, I, TA, UKNJ.","250.000,00 €","Beograd ","Opština Stari grad ","Skadarlija ","Skadarska-Stari grad ","92 m2
Kvadratura",44.8179391,20.4644984
LUX stan u Westu ID#113946,"415.000,00 €","Beograd ","Opština Novi Beograd ",Blok 65,"Tadije Sondermajera ","106 m2
Kvadratura",44.8139443,20.397702
NOVI BEOGRAD BEZ.KOSA III M.Z. 129m2 125000e,"125.000,00 €","Beograd ","Opština Novi Beograd ",Bežanijska kosa 3,"VESPUCIJEVA ","129 m2
Kvadratura",44.8091601,20.36328
"Vuk, Kneza Danila, 51kvm, sređen, sa baštom","84.900,00 €","Beograd ","Opština Palilula ","Mašinski fakultet ","Kneza Danila ","51 m2
Kvadratura",44.8068489,20.4773295
"Stari Merkator, Otona Župančiča, lep 3.0, novograd","202.000,00 €","Beograd ","Opština Novi Beograd ","Stari Merkator ","Otona Župančiča ","84 m2
Kvadratura",44.8280022,20.4125119
"Karaburma, Pere Ćetkovića, dplx iz 2003g, 3T ..","109.000,00 €","Beograd ","Opština Palilula ","Karaburma ","Pere Četkovića ","91 m2
Kvadratura",44.8081099,20.5192453
"Centar, Slavija, Beogradska, salonski, lux ..","204.000,00 €","Beograd ","Opština Vračar ","Slavija ","Beogradska ","74 m2
Kvadratura",44.8027838,20.465944
"Miloja Vasića, VIŠNJIČKA BANJA, Palilula ID#1549","39.000,00 €","Beograd ","Opština Palilula ","Višnjička Banja ","Miloja Vasića ","41,66 m2
Kvadratura",44.82226,20.534591
"Voždovac, Lekino brdo - Ustanička, 55m2","135.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Ustanička ","55 m2
Kvadratura",44.7859479,20.4814831
"Voždovac, Lekino brdo - Ustanička, 61m2","150.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Ustanička ","61 m2
Kvadratura",44.7859479,20.4814831
"Voždovac, Lekino brdo - Ustanička, 66m2","175.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Ustanička ","66 m2
Kvadratura",44.7859479,20.4814831
"LUX PENTHOUSE, Voždovac, Lekino brdo - Ustanička,","370.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Ustanička ","250 m2
Kvadratura",44.7859479,20.4814831
"Sunčan, svetao, parking mesto","139.900,00 €","Beograd ","Opština Vračar ","Crveni krst ","Grčića Milenka ","72 m2
Kvadratura",44.7940972,20.4901001
- ZVEZDARA SF 12188,"1.450,00 €","Beograd ","Opština Zvezdara ","Cvetanova ćuprija "," ","58,70 m2
Kvadratura",44.7606657,20.5181469
Prodajem namešten stan 52kvm,"52.000,00 €","Beograd ","Opština Palilula ","Krnjača ",8-me Sutjeske,"52 m2
Kvadratura",44.8475573,20.5185941
"Djeram, Vojvode Savatija","210.000,00 €","Beograd ","Opština Zvezdara ","Đeram pijaca ","Vojvode Savatija ","105 m2
Kvadratura",44.80133319999999,20.4872266
"Wellport, nov, luksuzan četvorosoban stan","415.000,00 €","Beograd ","Opština Novi Beograd ",Blok 65,"Tadije Sondermajera ","106 m2
Kvadratura",44.8139443,20.397702
"Palilula, Botanička bašta, Draže Pavlovića, 4.0, 1","177.000,00 €","Beograd ","Opština Palilula ","Botanička bašta ","Draže Pavlovića ","103 m2
Kvadratura",44.8133759,20.476949
"Vračar,Krunska,3.5, 149m2, lođa,eg.2/3,salonac,uk.","415.800,00 €","Beograd ","Opština Vračar ","Centar ","Krunska ","154 m2
Kvadratura",44.8052638,20.4702672
"Voždovac, Vojvode Vlahovića, Vojvode Vlahovića, 2.","90.000,00 €","Beograd ","Opština Voždovac ","Vojvode Vlahovića ","Vojvode Vlahovića ","53 m2
Kvadratura",44.7615321,20.5028696
"Pukovnika Milenka Pavlovića, BATAJNICA, Zemun ID#2","49.000,00 €","Beograd ","Opština Zemun ","Batajnica ","Pukovnika Milenka Pavlovića ","40 m2
Kvadratura",44.9139473,20.2601424
"Novi Beograd, West 65, Omladinskih brigada, 3.0, 8","335.000,00 €","Beograd ","Opština Novi Beograd ",Blok 65,"Omladinskih brigada ","82 m2
Kvadratura",44.8126001,20.402591
"Voždovac, Trošarina, Vojvode Stepe, 2.0, 44m2","79.900,00 €","Beograd ","Opština Voždovac ","Trošarina ","Vojvode Stepe ","44 m2
Kvadratura",44.7614158,20.4844951
"Rakovica, Resnik, Edvarda Griga, 4.5, 115m2","94.000,00 €","Beograd ","Opština Rakovica ","Resnik ","Edvarda Griga ","115 m2
Kvadratura",44.7117521,20.4626462
"Stari grad, Dorćol, Venizelosova, 3.0, 79m2","225.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Venizelosova ","79 m2
Kvadratura",44.8199673,20.4702571
"Palilula, Kotež, Hrvatska, 4.0, 84m2","75.000,00 €","Beograd ","Opština Palilula ","Kotež ","Hrvatska ","84 m2
Kvadratura",44.9008905,13.797898
"Savski venac, Beograd na vodi, BW Terraces, 4.0, 2","955.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","BW Terraces ","203 m2
Kvadratura",44.8076584,20.4495199
STARI GRAD KNEZ MIHAJLOVA 144m2 580000e,"580.000,00 €","Beograd ","Opština Stari grad ","Knez Mihailova ","KNEZA MIHAILA ","144 m2
Kvadratura",44.8177356,20.4569894
"Zvezdara, Cvetkova pijaca, Paje Jovanović , 2.5, 4","95.000,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Paje Jovanović  ","43 m2
Kvadratura",44.7894498,20.5081278
"Zvezdara, Cvetkova pijaca, Paje Jovanovića, 2.5, 6","126.000,00 €","Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Paje Jovanovića ","60 m2
Kvadratura",44.7894498,20.5081278
"Vračar, u blizini Hrama, 74m2 + terasa 15m2","207.200,00 €","Beograd ","Opština Vračar ","Hram svetog Save ",,"74 m2
Kvadratura",44.7981492,20.4691058
Novi Beograd- Otona Župančića,"125.000,00 €","Beograd ","Opština Novi Beograd ","Paviljoni ","Otona Župančića ","62 m2
Kvadratura",45.7955855,16.0032108
Cara Nikolaja II ČUBURA Vračar Beograd Srbija,"65.000,00 €","Beograd ","Opština Vračar ","Čubura ","Cara Nikolaja II ","35 m2
Kvadratura",44.7979968,20.4796315
"Skadarlija, 31m2 , 127000","127.000,00 €","Beograd ","Opština Stari grad ","Skadarlija ","Bulevar Despota Stefana ","31 m2
Kvadratura",44.8166063,20.4650864
"3.0, ŽARKOVO","96.000,00 €","Beograd ","Opština Čukarica ","Žarkovo ","Kopaonička ","61 m2
Kvadratura",44.7528178,20.4155103
"ZELENI VENAC, 45M2, I, EG","115.000,00 €","Beograd ","Opština Savski venac ","Centar ","Brankova ","45 m2
Kvadratura",44.8149766,20.4540489
"VOŽ.CRKVA, 34M2, PR, CG, UKNJ.","69.900,00 €","Beograd ","Opština Voždovac ","Voždovačka crkva ","Jove Ilića ","34 m2
Kvadratura",44.779525,20.4711979
"Đeram,Đevđelijska, 1.5, 42+t, 1/4,nr,opremljen,LUX","118.000,00 €","Beograd ","Opština Zvezdara ","Lion ","Đevđelijska ","44 m2
Kvadratura",44.7996374,20.4916922
"Dobanovačka,46m2,renoviran, namešten,odmah useljiv","47.900,00 €","Beograd ","Opština Zemun ","Centar ","Dobanovačka ","46 m2
Kvadratura",44.8479691,20.3998746
"VOŽDOVAČKA CRKVA, 75m2, II, ta uk. ID#75514","166.000,00 €","Beograd ","Opština Voždovac ","Voždovačka crkva ","Vojvode Stepe ","75 m2
Kvadratura",44.779525,20.4711979
"Hit ponuda,Muhar, 26+20,odlična pozicija, namešten","47.900,00 €","Beograd ","Opština Zemun ","Muhar ","Dobanovačka ","46 m2
Kvadratura",44.8463878,20.4058385
"Dr. Ivana Ribara, 3.5 Mileve Marić 104m2+T, Nov","197.000,00 €","Beograd ","Opština Novi Beograd ","Dr Ivana Ribara ","Mileve Marić ","104 m2
Kvadratura",44.8000403,20.3694329
Medaković 3 - odličan stan ID#2918,"115.000,00 €","Beograd ","Opština Voždovac ",Medaković 3,"Braće Srnić ","90 m2
Kvadratura",44.7741881,20.5052281
"Kalenić - Mileševska, 4.0, garaža uračunata u cenu","250.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Mileševska ","80 m2
Kvadratura",44.8001747,20.475769
VRACAR CVETNI TRG 122m2 317000e,"317.000,00 €","Beograd ","Opština Vračar ","Cvetni trg ","KRALJA MILANA ","122 m2
Kvadratura",44.8056269,20.4653886
"SKADARLIJA, 92M2, I, TA, UKNJ.","250.000,00 €","Beograd ","Opština Stari grad ","Skadarlija ","Skadarska-Stari grad ","92 m2
Kvadratura",44.8179391,20.4644984
LUX stan u Westu ID#113946,"415.000,00 €","Beograd ","Opština Novi Beograd ",Blok 65,"Tadije Sondermajera ","106 m2
Kvadratura",44.8139443,20.397702
NOVI BEOGRAD BEZ.KOSA III M.Z. 129m2 125000e,"125.000,00 €","Beograd ","Opština Novi Beograd ",Bežanijska kosa 3,"VESPUCIJEVA ","129 m2
Kvadratura",44.8091601,20.36328
"Vuk, Kneza Danila, 51kvm, sređen, sa baštom","84.900,00 €","Beograd ","Opština Palilula ","Mašinski fakultet ","Kneza Danila ","51 m2
Kvadratura",44.8068489,20.4773295
"Stari Merkator, Otona Župančiča, lep 3.0, novograd","202.000,00 €","Beograd ","Opština Novi Beograd ","Stari Merkator ","Otona Župančiča ","84 m2
Kvadratura",44.8280022,20.4125119
"Karaburma, Pere Ćetkovića, dplx iz 2003g, 3T ..","109.000,00 €","Beograd ","Opština Palilula ","Karaburma ","Pere Četkovića ","91 m2
Kvadratura",44.8081099,20.5192453
"Centar, Slavija, Beogradska, salonski, lux ..","204.000,00 €","Beograd ","Opština Vračar ","Slavija ","Beogradska ","74 m2
Kvadratura",44.8027838,20.465944
"Miloja Vasića, VIŠNJIČKA BANJA, Palilula ID#1549","39.000,00 €","Beograd ","Opština Palilula ","Višnjička Banja ","Miloja Vasića ","41,66 m2
Kvadratura",44.82226,20.534591
"Voždovac, Lekino brdo - Ustanička, 55m2","135.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Ustanička ","55 m2
Kvadratura",44.7859479,20.4814831
"Voždovac, Lekino brdo - Ustanička, 61m2","150.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Ustanička ","61 m2
Kvadratura",44.7859479,20.4814831
"Voždovac, Lekino brdo - Ustanička, 66m2","175.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Ustanička ","66 m2
Kvadratura",44.7859479,20.4814831
"LUX PENTHOUSE, Voždovac, Lekino brdo - Ustanička,","370.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Ustanička ","250 m2
Kvadratura",44.7859479,20.4814831
"Sunčan, svetao, parking mesto","139.900,00 €","Beograd ","Opština Vračar ","Crveni krst ","Grčića Milenka ","72 m2
Kvadratura",44.7940972,20.4901001
- ZVEZDARA SF 12188,"1.450,00 €","Beograd ","Opština Zvezdara ","Cvetanova ćuprija "," ","58,70 m2
Kvadratura",44.7606657,20.5181469
Prodajem namešten stan 52kvm,"52.000,00 €","Beograd ","Opština Palilula ","Krnjača ",8-me Sutjeske,"52 m2
Kvadratura",44.8475573,20.5185941
"Djeram, Vojvode Savatija","210.000,00 €","Beograd ","Opština Zvezdara ","Đeram pijaca ","Vojvode Savatija ","105 m2
Kvadratura",44.80133319999999,20.4872266
"Wellport, nov, luksuzan četvorosoban stan","415.000,00 €","Beograd ","Opština Novi Beograd ",Blok 65,"Tadije Sondermajera ","106 m2
Kvadratura",44.8139443,20.397702
"Palilula, Botanička bašta, Draže Pavlovića, 4.0, 1","177.000,00 €","Beograd ","Opština Palilula ","Botanička bašta ","Draže Pavlovića ","103 m2
Kvadratura",44.8133759,20.476949
"Vračar,Krunska,3.5, 149m2, lođa,eg.2/3,salonac,uk.","415.800,00 €","Beograd ","Opština Vračar ","Centar ","Krunska ","154 m2
Kvadratura",44.8052638,20.4702672
"Voždovac, Vojvode Vlahovića, Vojvode Vlahovića, 2.","90.000,00 €","Beograd ","Opština Voždovac ","Vojvode Vlahovića ","Vojvode Vlahovića ","53 m2
Kvadratura",44.7615321,20.5028696
"Pukovnika Milenka Pavlovića, BATAJNICA, Zemun ID#2","49.000,00 €","Beograd ","Opština Zemun ","Batajnica ","Pukovnika Milenka Pavlovića ","40 m2
Kvadratura",44.9139473,20.2601424
"Novi Beograd, West 65, Omladinskih brigada, 3.0, 8","335.000,00 €","Beograd ","Opština Novi Beograd ",Blok 65,"Omladinskih brigada ","82 m2
Kvadratura",44.8126001,20.402591
"Voždovac, Trošarina, Vojvode Stepe, 2.0, 44m2","79.900,00 €","Beograd ","Opština Voždovac ","Trošarina ","Vojvode Stepe ","44 m2
Kvadratura",44.7614158,20.4844951
"Rakovica, Resnik, Edvarda Griga, 4.5, 115m2","94.000,00 €","Beograd ","Opština Rakovica ","Resnik ","Edvarda Griga ","115 m2
Kvadratura",44.7117521,20.4626462
"Stari grad, Dorćol, Venizelosova, 3.0, 79m2","225.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Venizelosova ","79 m2
Kvadratura",44.8199673,20.4702571
"Palilula, Kotež, Hrvatska, 4.0, 84m2","75.000,00 €","Beograd ","Opština Palilula ","Kotež ","Hrvatska ","84 m2
Kvadratura",44.9008905,13.797898
"Savski venac, Beograd na vodi, BW Terraces, 4.0, 2","955.888,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","BW Terraces ","203 m2
Kvadratura",44.8076584,20.4495199
"Zemun, Gardoš, Grobljanska, 6.0, 75m2","130.000,00 €","Beograd ","Opština Zemun ","Gardoš ","Grobljanska ","75 m2
Kvadratura",44.8485552,20.4091895
"Savski venac, Dedinje, Vladimira Gaćinovića, 4.5,","295.000,00 €","Beograd ","Opština Savski venac ","Dedinje ","Vladimira Gaćinovića ","113 m2
Kvadratura",44.773511,20.4572833
"Voždovac, Kumodraška, Nikole Đurkovića, 1.0, 35m2","33.000,00 €","Beograd ","Opština Voždovac ","Kumodraška ","Nikole Đurkovića ","35 m2
Kvadratura",44.778298,20.4801841
"Altina, Taška Načića, 2.5, odličan raspored ID#273","60.000,00 €","Beograd ","Opština Zemun ","Altina ","Taška Načića ","46,50 m2
Kvadratura",44.8496745,20.3552018
"Centar, Terazije, 3.5, 100m2,I,salonac, 279.900","279.900,00 €","Beograd ","Opština Stari grad ","Terazije ","Terazije ","100 m2
Kvadratura",44.8126696,20.4612717
"Stari grad,Skadarlija-Bulevar despota Stefana 31m2","121.900,00 €","Beograd ","Opština Stari grad ","Skadarlija ","Bulevar despota Stefana ","31 m2
Kvadratura",44.8166063,20.4650864
"UČITELJSKO N., 62M2, I, EG, NOVO","125.000,00 €","Beograd ","Opština Zvezdara ","Učiteljsko naselje ","Kačićeva ","62 m2
Kvadratura",44.7861851,20.5109569
"UČITELJSKO N., 54M2, II, EG, NOVO","108.360,00 €","Beograd ","Opština Zvezdara ","Učiteljsko naselje ","Kačićeva ","54 m2
Kvadratura",44.7861851,20.5109569
"CENTAR-KARAĐORĐEVA, 81M2, I, TA, UKNJ.","184.900,00 €","Beograd ","Opština Stari grad ","Savamala ","Karađorđeva-Stari grad ","81 m2
Kvadratura",44.8134811,20.4522353
"DORĆOL, 95M2, I, CG, UKNJ.","255.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Žorža Klemansoa ","95 m2
Kvadratura",44.8212099,20.4682426
"UČITELJSKO N., 62M2, II, EG, NOVO","125.000,00 €","Beograd ","Opština Zvezdara ","Učiteljsko naselje ","Kačićeva ","62 m2
Kvadratura",44.7861851,20.5109569
"3.0, BATAJNICA, 75 KVM, LUX 125000","125.000,00 €","Beograd ","Opština Zemun ","Batajnica ","Svetog Rafaila Šišatovačkog ","75 m2
Kvadratura",44.8965868,20.2882585
"Majke Jevrosime, 1.5, 27m2, moguće proširenje","89.000,00 €","Beograd ","Opština Stari grad ","Centar ","Majke Jevrosime ","27 m2
Kvadratura",44.8135097,20.466435
Odličan stan - Botanička bašta ID#2519,"195.000,00 €","Beograd ","Opština Stari grad ","Centar ","Vojvode Dobrnjca ","127 m2
Kvadratura",44.8170925,20.4744843
Uknjižen nov stan na Dorćolu ID#2518,"135.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Skender Begova ","55 m2
Kvadratura",44.8225571,20.4631751
"Banovo brdo, Valjevska, 105m2 ID#33365","135.000,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Valjevska ","68 m2
Kvadratura",44.7721895,20.411734
Lux sređen ID#107504,"319.900,00 €","Beograd ","Opština Vračar ","Centar "," ","130 m2
Kvadratura",41.9953628,21.4246078
Odličan dvosoban stan u zgradi od fasadne cigle ID,"73.950,00 €","Beograd ","Opština Palilula ","Višnjička Banja ","Višnjički venac ","53 m2
Kvadratura",44.8178725,20.5395709
Banovo brdo,"99.000,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Lješka ","80 m2
Kvadratura",44.779756,20.4128444
"1.5 BATAJNICA, 42 KVM, 58.000","58.000,00 €","Beograd ","Opština Zemun ","Batajnica ","Svetog Rafaila Šišatovačkog ","42 m2
Kvadratura",44.8965868,20.2882585
"DORĆOL-S.BEGOVA, 70M2, II, TA, UKNJ.","169.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Skender begova ","70 m2
Kvadratura",44.8225571,20.4631751
"Mirijevo, Šejkina, 2.5, 64m2, II, podno grejanje,","98.000,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Šejkina ","64 m2
Kvadratura",44.8000715,20.5282622
"Zemun, Zemun polje - Pere Kosorića","75.000,00 €","Beograd ","Opština Zemun ","Zemun polje ","Pere Kosorića ","82 m2
Kvadratura",44.8742046,20.3230602
"Konjarnik 3.0, 55m2 sa lođom,dvostrano orijentisan","104.000,00 €","Beograd ","Opština Zvezdara ","Konjarnik ","Ustanička ","55 m2
Kvadratura",44.7819352,20.5070027
LEKINO BRDO 67m2 4L -154100e,"154.100,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Brace Kovac ","67 m2
Kvadratura",44.7865888,20.4827238
VIDIKOVAC 151m2 L+T+FB -170000e,"169.990,00 €","Beograd ","Opština Rakovica ","Vidikovac ","SRETENA MLADENOVICA MIKE ","151 m2
Kvadratura",44.7337838,20.4227123
STARI GRAD DORCOL 172m2 3T -450000e,"450.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","DUNAVSKI KEJ ","172 m2
Kvadratura",44.8296572,20.4578157
"VUKOV SPOMENIK, salonac","210.000,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ","Ruzveltova ","96 m2
Kvadratura",44.80649,20.4797213
"Novi Beograd, Blok 64 - Zemunska 138m2","315.000,00 €","Beograd ","Opština Novi Beograd ",Blok 64,"Zemunska ","138 m2
Kvadratura",44.8116862,20.3861134
"Zemun centar, 1.5, 45m2 ID#111335","120.000,00 €","Beograd ","Opština Zemun ","Centar ","Dositejeva ","45 m2
Kvadratura",,
"OBILIĆEV V., 35M2, SUT, TA","74.000,00 €","Beograd ","Opština Stari grad ","Obilićev venac ","Maršala Birjuzova ","35 m2
Kvadratura",44.81592999999999,20.45778
PALILULSKA PIJACA 135m2 T -270000e,"270.000,00 €","Beograd ","Opština Palilula ","Palilulska pijaca ","DJUSINA ","135 m2
Kvadratura",44.8119208,20.4714936
