title,price,location A,location B,location C,location D,location E,size,lat,long,amount
Centar - Vuk ID#46759,"500,00 €",Serbia,"Beograd ","Opština Zvezdara ","Vukov Spomenik ","Vojvode Brane ","30 m2
Kvadratura",44.8046413,20.4832729,164
Centar - Beograd Na Vodi BW ID#46733,"1.000,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovacka ","90 m2
Kvadratura",44.8048828,20.448043,31
"*43175, Izdavanje, Stan, DEDINJE, 2000 EUR","2.000,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje "," ","110 m2
Kvadratura",44.7740688,20.4560195,350
VRAČAR (CENTAR) - Kalenić,"1.000,00 €",Serbia,"Beograd ","Opština Vračar ","Kalenić pijaca ","ugao Mileševske i Kalenićeve ","79 m2
Kvadratura",44.8001747,20.475769,170
Širi centar - Dedinje ID#45712,"2.000,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Slavka Ćuruvije ","350 m2
Kvadratura",44.7740688,20.4560195,350
Širi centar - Dedinje ID#46729,"1.000,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Aleksandra Stamboliskog ","130 m2
Kvadratura",44.7740688,20.4560195,350
Stan na dan Apartman Vučko,"30,00 €",Serbia,"Beograd ","Opština Obrenovac ","Rvati ",Kralja Milana 14b,"40 m2
Kvadratura",44.6574109,20.1959593,1
Širi centar - Vozdovac ID#46776,"500,00 €",Serbia,"Beograd ","Opština Voždovac ","Vojvode Stepe ","Vojvode Stepe ","35 m2
Kvadratura",44.7753641,20.4753125,164
"Crveni krst - Vojvode Šupljikca, 105m2 ID#2662","1.100,00 €",Serbia,"Beograd ","Opština Vračar ","Crveni krst ","Vojvode Šupljikca ","105 m2
Kvadratura",44.795856,20.4882292,17
Luksuzan Trosoban stan u Kosovskoj ulici centar BG,"2.000,00 €",Serbia,"Beograd ","Opština Stari grad ","Trg Republike ","Kosovska ","95 m2
Kvadratura",44.816088,20.4599624,2
Centar - Vracar Kalenic Pijaca ID#46511,"860,00 €",Serbia,"Beograd ","Opština Vračar ","Kalenić pijaca ","Njegoševa ","86 m2
Kvadratura",44.8001747,20.475769,170
Plavi Horizonti 56m2 + 30 m2 sopstveno dvorište,"300,00 €",Serbia,"Beograd ","Opština Zemun ","Plavi horizonti ",mihaila bandura 2,"56 m2
Kvadratura",44.8531925,20.336079,1
"Izdaje se nov stan, Beograd na vodi,vlasnik","1.700,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovacka ","82,17 m2
Kvadratura",44.8048828,20.448043,31
Izdavanje stana,"120,00 €",Serbia,"Beograd ","Opština Palilula ","Višnjica ","Branislava Stankovica  ","32 m2
Kvadratura",44.8282294,20.5479417,2
Stan na Vozdovcu 180m2 kod Bioskopa Vozdovac,"1.500,00 €",Serbia,"Beograd ","Opština Voždovac ","Bioskop Voždovac ",Esad Pašina 13,"180 m2
Kvadratura",44.7822375,20.4717445,2
150m2kod Vozdovacke crkve,"1.300,00 €",Serbia,"Beograd ","Opština Voždovac ","Autokomanda ",Vojvode Stepe 114,"150 m2
Kvadratura",44.7902717,20.46634,4
Crveni krst,"300,00 €",Serbia,"Beograd ","Opština Vračar ","Crveni krst ","Metohijaska ","49 m2
Kvadratura",44.795856,20.4882292,17
"Mirijevo, nov, useljiv ID#2020","350,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mirijevo ","Rudi Čajaveca ","54 m2
Kvadratura",44.7854051,20.5461547,175
"Novi Beograd, Dr Ivana Ribara, Mileve Marić Ajnšta","400,00 €",Serbia,"Beograd ","Opština Novi Beograd ","Dr Ivana Ribara ","Mileve Marić Ajnštajn ","45 m2
Kvadratura",44.8000403,20.3694329,1
"CENTAR, Kneginje Ljubice","1.000,00 €",Serbia,"Beograd ","Opština Stari grad ","Centar ","Kneginje Ljubice ","85 m2
Kvadratura",44.8184554,20.4643411,14
"Blok 22, novogradnja, odličan i za pp, ID 17761","650,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 22,"Antifašističke borbe ","67 m2
Kvadratura",44.811609,20.4264583,4
Izdajem stan-Blok 58-Sakura park,"1.200,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 58,Jurija Gagarina 19,"43,26 m2
Kvadratura",44.8007004,20.4103691,2
IZDATO,"650,00 €",Serbia,"Beograd ","Opština Stari grad ",Atelje 212,"Svetogorska ","36 m2
Kvadratura",44.814295,20.4681403,1
"Hram, lux, novogradnja, garaže, ID 17790","3.000,00 €",Serbia,"Beograd ","Opština Vračar ","Hram svetog Save ","Hadži Melentijeva ","213 m2
Kvadratura",44.7981492,20.4691058,11
"Centar, Palmotićeva","1.000,00 €",Serbia,"Beograd ","Opština Stari grad ","Centar ","Palmotićeva ","120 m2
Kvadratura",44.8184554,20.4643411,14
Kompletno renoviran stan,"200,00 €",Serbia,"Beograd ","Opština Grocka ","Kaluđerica ",Aleksinackih rudara 12,"65 m2
Kvadratura",44.7522835,20.5559331,2
"Novi beograd, blok 45, pogled na savu, 55m2","300,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),Nehruova 206,"55 m2
Kvadratura",44.7984982,20.3742101,169
"BW-Arcadia, lux,neuseljavan,pogled na reku,ID17712","1.200,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovačka ","82 m2
Kvadratura",44.8048828,20.448043,31
"BW - Aurora, LUX, NEUSELJAVAN,dve garaže, ID 17728","2.500,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","Bulevar Vudroa Vilsona ","121 m2
Kvadratura",44.8048828,20.448043,31
"BW Arcadia, lux, pogled na reku, garaža, ID 17553","1.850,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovačka ","121 m2
Kvadratura",44.8048828,20.448043,31
"Dedinje, lux, novogradnja, garaža, ID 16819","1.500,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Miloja Đaka ","103 m2
Kvadratura",44.7740688,20.4560195,350
Nov Dupleks na Mirijevu,"320,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mirijevo ",Ljubiše Miodragovića 61v,"70 m2
Kvadratura",44.7854051,20.5461547,175
Ako želite lep stan ili ofis... Od 15. maja,"155,00 €",Serbia,"Beograd ","Opština Rakovica ","Vidikovac ",Susedgradska 4 B,"26 m2
Kvadratura",44.7383997,20.4205895,1
"Dedinje, lux, novogradnja, 3 garaže, ID 2828","1.900,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Velisava Vulovića ","148 m2
Kvadratura",44.7740688,20.4560195,350
"Crveni krst, novogradnja, parking, ID 17786","700,00 €",Serbia,"Beograd ","Opština Vračar ","Crveni krst ","Vojvode Šupljikca ","77 m2
Kvadratura",44.795856,20.4882292,17
"BW, lux, novogradnja, dve garaže,ID 15095","1.200,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovačka ","64 m2
Kvadratura",44.8048828,20.448043,31
"Beograd, YUBC, Stan, 5.0, 145m2","1.100,00 €",Serbia,"Beograd ","Opština Novi Beograd ","YUBC ","Bulevar Mihaila Pupina  ","145 m2
Kvadratura",44.8224293,20.418225,3
Izdajem stan na Zelenom vencu,"500,00 €",Serbia,"Beograd ","Opština Savski venac ","Zeleni venac ",Lomina br 7,"75 m2
Kvadratura",44.8120378,20.4582228,2
Petosoban prazan salonac sa 2 ulaza/Kalemegdan,"1.200,00 €",Serbia,"Beograd ","Opština Stari grad ","Kalemegdan ","Cara Uroša ","120 m2
Kvadratura",44.8222662,20.4508992,1
Izdajem trosoban stan kao poslovni prostor- Vračar,"700,00 €",Serbia,"Beograd ","Opština Zvezdara ","Crveni krst ","Vojvode Šupljikca ","77 m2
Kvadratura",44.795856,20.4882292,17
Dvosoban stan,"330,00 €",Serbia,"Beograd ","Opština Voždovac ","Vojvode Stepe ",Vojvode Stepe 274,"36 m2
Kvadratura",44.7753641,20.4753125,164
Medakovic-Padina trosoban nov + garaza,"550,00 €",Serbia,"Beograd ","Opština Zvezdara ","Mali Mokri Lug ","Pavla Popovica ","110 m2
Kvadratura",44.7744443,20.53607,2
"Savada 3, nov stan idealan za poslovni prostor","1.200,00 €",Serbia,"Beograd ","Opština Novi Beograd ","Tošin bunar ",Tosin bunar 181,"90 m2
Kvadratura",44.8174406,20.3948763,3
ZEMUN - GARSONJERA - PRVOMAJSKA - ODMAH USELJIVA,"300,00 €",Serbia,"Beograd ","Opština Zemun ","Gornji grad ",Romaniska 20,"39 m2
Kvadratura",44.8596448,20.3767304,7
"BW Terraces sa garažom, LUX, neuseljavan, pogled","3.150,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","Hercegovačka ","100 m2
Kvadratura",44.8048828,20.448043,31
"Renoviran, namešten stan, Šumice","350,00 €",Serbia,"Beograd ","Opština Voždovac ","Šumice ","Ustanička ","37 m2
Kvadratura",44.7856266,20.4912167,3
Stan na dan Beograd centar lux kod skupstine,"50,00 €",Serbia,"Beograd ","Opština Stari grad ","Skupština ","Kosovska ","25 m2
Kvadratura",44.8115854,20.4658261,166
"Centar,Vracar Krunska","1.150,00 €",Serbia,"Beograd ","Opština Vračar ","Krunska ",Krunska 50,"104 m2
Kvadratura",44.8052638,20.4702672,162
Stan centar Majke Jevrosime,"600,00 €",Serbia,"Beograd ","Opština Stari grad ","Skupština ","Majke Jevrosime ","50 m2
Kvadratura",44.8115854,20.4658261,166
"Stan za izdavanje, Bulevar despota Stefana","460,00 €",Serbia,"Beograd ","Opština Stari grad ","Takovska ","Bulevar despota Stefana ","46 m2
Kvadratura",44.813181,20.4718475,2
Jednosoban stan u Zemunu,"170,00 €",Serbia,"Beograd ","Opština Zemun ","Gornji grad ",Save Mihica 8A,"36 m2
Kvadratura",44.8596448,20.3767304,7
Stan u Brace Jerkovoca,"300,00 €",Serbia,"Beograd ","Opština Voždovac ","Braće Jerković ",Mestroviceva 26,"39 m2
Kvadratura",44.7705535,20.4943111,10
"Beograd na vodi, 3.0, sređen, garaža, useljiv","3.000,00 €",Serbia,"Beograd ","Opština Savski venac ","Beograd na vodi ","Vudroa Vilsona  ","100 m2
Kvadratura",44.8048828,20.448043,31
Lep stan na premijum lokaciji sa parking mestom,"800,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje "," ","73 m2
Kvadratura",44.7740688,20.4560195,350
"Stan na dan, Ledine","18,00 €",Serbia,"Beograd ","Opština Novi Beograd ","Ledine ",Ksantija 13,"20 m2
Kvadratura",44.8035245,20.3432558,5
"Wellport, LUX penthouse","2.000,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 65,"Tadije Sondermajera ","118 m2
Kvadratura",44.8126665,20.3980309,12
"Centar, 130m2, duplex, tri spavaće, krovna terasa","1.200,00 €",Serbia,"Beograd ","Opština Stari grad ","Centar ","Džordža Vašingtona ","130 m2
Kvadratura",44.8184554,20.4643411,14
Stan Zemun Polje,"220,00 €",Serbia,"Beograd ","Opština Zemun ","Zemun polje ",Mihajla Pupina 26,"50 m2
Kvadratura",44.8713495,20.3229809,4
"Beograd, Lekino brdo, Stan, 2.0, 50m2","350,00 €",Serbia,"Beograd ","Opština Voždovac ","Lekino brdo ","Tikveska  ","50 m2
Kvadratura",44.7891937,20.4947692,7
"Prelep stan u Takovskoj kod RTS-a,Preporuka,52m2","600,00 €",Serbia,"Beograd ","Opština Stari grad ","Skupština ","Takovska ","52 m2
Kvadratura",44.8115854,20.4658261,166
Potpuno nov stan Novi Dorcol sa garaznim mestom,"1.100,00 €",Serbia,"Beograd ","Opština Stari grad ","Dorćol ",Venizelisova 29,"65 m2
Kvadratura",44.8252158,20.460523,333
"VOŽDOVAC, Darvinova pošta, garsonjera,EXTRA","200,00 €",Serbia,"Beograd ","Opština Voždovac ","Darvinova pošta ","Ljuba Vučkovića  ","20 m2
Kvadratura",44.771663,20.4830673,2
"TERAZIJE, EKSKLUZIVAN, Kralja Milana","1.400,00 €",Serbia,"Beograd ","Opština Stari grad ","Terazije ","Kralja Milana ","130 m2
Kvadratura",44.8126696,20.4612717,1
"Izdajem garsonjeru,medaković naselje","160,00 €",Serbia,"Beograd ","Opština Voždovac ",Medaković 2,"Radovan Simića cige ","29 m2
Kvadratura",44.7751713,20.4979187,1
"FON, novogradnja, može i pp, ID 2245","300,00 €",Serbia,"Beograd ","Opština Voždovac ","FON - Bilećka ","Vojvode Stepe ","50 m2
Kvadratura",44.7726817,20.4752233,3
Izdajem stan u Zemunu kod Doma zdravlja,"190,00 €",Serbia,"Beograd ","Opština Zemun ","Meandri ","Zagorska ","40 m2
Kvadratura",44.8481064,20.3863092,1
"Vracar , Hram , nov lux","2.700,00 €",Serbia,"Beograd ","Opština Vračar ","Hram svetog Save ","Cuburski park ","135 m2
Kvadratura",44.7981492,20.4691058,11
"Stepa Stepanović, 1.0, III, 38m2, lux","300,00 €",Serbia,"Beograd ","Opština Voždovac ","Naselje Stepa Stepanović ","Generala Ljubomira Milića ","38 m2
Kvadratura",44.75355,20.49656,3
"Miljakovac 1, Stan 32m2","200,00 €",Serbia,"Beograd ","Opština Rakovica ","Miljakovac ","Borska ","32 m2
Kvadratura",44.7470721,20.4518071,3
"CENTAR, kod Botaničke bašte - garsonjera","200,00 €",Serbia,"Beograd ","Opština Stari grad ","Centar ","Dalmatinska ","18 m2
Kvadratura",44.8184554,20.4643411,14
"Beograd, Savski venac, Dedinje","1.500,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Miloja Đaka ","140 m2
Kvadratura",44.7740688,20.4560195,350
IZDAJEM STAN ZASEBAN POTPUNO,"200,00 €",Serbia,"Beograd ","Opština Voždovac ","Banjica ","VOJVODE STEPE ","45 m2
Kvadratura",44.7621061,20.4683341,6
"Izdajem namesten stan,novogradnja, Cvetkova pijaca","250,00 €",Serbia,"Beograd ","Opština Zvezdara ","Cvetkova pijaca ","Paje Jovanovica  ","40 m2
Kvadratura",44.7929494,20.5037812,3
"Neimar, Hadzi Melentijeva, 5.0, 197 m2","3.000,00 €",Serbia,"Beograd ","Opština Vračar ","Neimar ","Hadzi Melentijeva ","197 m2
Kvadratura",44.7945158,20.4695084,164
"Merkator,5.0 lux polunamešten,2 garaže ID#1183","3.500,00 €",Serbia,"Beograd ","Opština Novi Beograd ","Novi Merkator ","Bulevar Zorana Đinđića ","213 m2
Kvadratura",44.8205925,20.414231,1
"Gospodara Vučića, 3.0 namešten,parking ID#21185","800,00 €",Serbia,"Beograd ","Opština Vračar ","Južni bulevar ","Gospodara Vučića ","65 m2
Kvadratura",44.793588,20.4809591,166
Izdajem jednosoban stan u Kaluđerici,"230,00 €",Serbia,"Beograd ","Opština Grocka ","Kaluđerica ","Limska ","36 m2
Kvadratura",44.7522835,20.5559331,2
Izdajem namešten stan u Resniku,"140,00 €",Serbia,"Beograd ","Opština Rakovica ","Resnik ",Pašinac 7,"37 m2
Kvadratura",44.7108421,20.458374,1
"Lux, novi dvosoban stan","290,00 €",Serbia,"Beograd ","Opština Palilula ","Višnjica ","109. Nova, br. 17","45 m2
Kvadratura",44.8282294,20.5479417,2
IZDAJEM JEDNOIPOSOBNI STAN NA KARABURMI,"350,00 €",Serbia,"Beograd ","Opština Palilula ","Karaburma ",Dr. NIKE MILJANIĆA 20,"42 m2
Kvadratura",44.8172662,20.509558,6
"Blok 70, Jurija Gagarina - lux","450,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 70 (kineski tržni centar),"Jurija gagarina ","48 m2
Kvadratura",44.8027884,20.3918182,2
"Sky Line, lux, novogradnja, garaža, ID 16828","1.600,00 €",Serbia,"Beograd ","Opština Savski venac ","Kneza Miloša ","Kneza Miloša ","85 m2
Kvadratura",44.8083301,20.4635596,4
Stan Studio ODLICNAlokacija SA SVIM RACUNIMA 219 e,"149,00 €",Serbia,"Beograd ","Opština Zvezdara ","Cvetkova pijaca ","ODESKA ","18 m2
Kvadratura",44.7929494,20.5037812,3
"ZEMUN, CENTAR, KARAMATINA","900,00 €",Serbia,"Beograd ","Opština Zemun ","Centar ","Karamatina ","90 m2
Kvadratura",44.9062467,20.2753092,2
Trosoban stan u kuci na Bežanijskoj Kosi,"300,00 €",Serbia,"Beograd ","Opština Zemun ","Kolonija Zmaj ","Dušana Janicijevica ","80 m2
Kvadratura",44.8328343,20.378662,1
"A blok, lux, novogradnja, garaža, ID 17847","900,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 67a (A blok),"Jurija Gagarina ","60 m2
Kvadratura",44.8061288,20.4015421,9
"Savski venac, Dedinje - Augusta Cesarca","800,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Augusta Cesarca ","73 m2
Kvadratura",44.7740688,20.4560195,350
1.5 stan blizu zvezdarske šume i olimpa,"250,00 €",Serbia,"Beograd ","Opština Zvezdara ","Olimp ","Mite Ružića ","30 m2
Kvadratura",44.7941017,20.5096174,1
Garsonjera sa čajnom kuhinjom kod Hotela Srbija,"200,00 €",Serbia,"Beograd ","Opština Voždovac ","Šumice ","Ustanička ","28 m2
Kvadratura",44.7856266,20.4912167,3
"Knez Mihailova, 4.5, polunamesten","1.500,00 €",Serbia,"Beograd ","Opština Stari grad ","Knez Mihailova ","Obilicev venac ","150 m2
Kvadratura",44.8177356,20.4569894,5
"Bulevar kralja Aleksandra, Zvezdara","1.000,00 €",Serbia,"Beograd ","Opština Zvezdara ","Bulevar kralja Aleksandra ","Bulevar kralja Aleksandra  ","80 m2
Kvadratura",44.784341,20.5195324,162
"Vračar, Kalenić pijaca - Mutapova, 60 m2","500,00 €",Serbia,"Beograd ","Opština Vračar ","Kalenić pijaca ","Mutapova ","60 m2
Kvadratura",44.8001747,20.475769,170
"Fontana, Pariske komune - svetao, namešten stan","350,00 €",Serbia,"Beograd ","Opština Novi Beograd ","Fontana ","Pariske komune ","41 m2
Kvadratura",44.8211636,20.410414,3
Garsonjera za izdavanje,"250,00 €",Serbia,"Beograd ","Opština Voždovac ","Braće Jerković ","Brace Jerkovica ","23 m2
Kvadratura",44.7705535,20.4943111,10
"Borča-centar nov namesten stan, iznad Balkan Beta","160,00 €",Serbia,"Beograd ","Opština Palilula ","Borča ",Bratstva i Jedinstva 85,"20 m2
Kvadratura",44.8787385,20.4667137,4
Izdajem nameštenu garsonjeru u Žarkovu,"180,00 €",Serbia,"Beograd ","Opština Čukarica ","Žarkovo ",Braće Škerovića 21,"26 m2
Kvadratura",44.7615346,20.4130631,3
Izdajem stan,"290,00 €",Serbia,"Beograd ","Opština Voždovac ","Vojvode Vlahovića ",Vojvode Vlahovica 55A,"35 m2
Kvadratura",44.7615321,20.5028696,2
Moderan renoviran stan 53 m2 Požeška,"400,00 €",Serbia,"Beograd ","Opština Čukarica ","Banovo brdo ","Požeška ","53 m2
Kvadratura",44.7767729,20.4155629,8
"ARENA, 71m2,","700,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 22,"Antifašističke borbe ","71 m2
Kvadratura",44.811609,20.4264583,4
"Živka Petrovića,3.0 nov namešten ID#1253","550,00 €",Serbia,"Beograd ","Opština Zemun ","Save Kovačevića ","Živka Petrovića ","60 m2
Kvadratura",44.844921,20.3936839,5
Novogradnja izdajem na duže,"400,00 €",Serbia,"Beograd ","Opština Čukarica ","Banovo brdo ","Bogoljuba Čukića ","43 m2
Kvadratura",44.7767729,20.4155629,8
"Centar, Sarajevska, blizina Beograda na vodi","330,00 €",Serbia,"Beograd ","Opština Savski venac ","Sarajevska ","Vojvode Milenka ","50 m2
Kvadratura",44.8029445,20.4541963,2
"West Tower, lux, nov, garaža, ID 17650","1.100,00 €",Serbia,"Beograd ","Opština Novi Beograd ",Blok 65,"Omladinskih brigada ","56 m2
Kvadratura",44.8126665,20.3980309,12
"Zemun, Save Kovačevića, 120 m2, 800 €","800,00 €",Serbia,"Beograd ","Opština Zemun ","Save Kovačevića ","Kordunaška ","120 m2
Kvadratura",44.844921,20.3936839,5
Izdajem stan na Karaburmi,"290,00 €",Serbia,"Beograd ","Opština Palilula ","Karaburma ","Pere Ćetkovića ","65 m2
Kvadratura",44.8172662,20.509558,6
"Beograd, Dorćol, Stan, 4.0, 160m2","2.000,00 €",Serbia,"Beograd ","Opština Stari grad ","Dorćol ","Strahinjica Bana ","160 m2
Kvadratura",44.8252158,20.460523,333
"Dedinje, 148m2, 3.0","1.700,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Velisava Vulovića ","148 m2
Kvadratura",44.7740688,20.4560195,350
"K-DISTICT, 32m2, I, cg, lux","450,00 €",Serbia,"Beograd ","Opština Stari grad ","K-District ","Dunavska  ","32 m2
Kvadratura",44.8275932,20.4538718,1
stan na dan prenociste smestaj izdajem garsonjeru,"13,00 €",Serbia,"Beograd ","Opština Palilula ","Borča ","Ivana Milutinovica ","20 m2
Kvadratura",44.8787385,20.4667137,4
"Senjak, renoviran, funkcionalan, ID 17842","700,00 €",Serbia,"Beograd ","Opština Savski venac ","Senjak ","Jovana Ristića ","45 m2
Kvadratura",44.7921816,20.4375457,8
Izdajem garsonjeru stan na dan prenoćiste Beograd,"13,00 €",Serbia,"Beograd ","Opština Palilula ","Borča ","Ivana Milutinovica ","20 m2
Kvadratura",44.8787385,20.4667137,4
"LUX! Dedinje, Miloja Djaka","1.700,00 €",Serbia,"Beograd ","Opština Savski venac ","Dedinje ","Miloja Djaka ","122 m2
Kvadratura",44.7740688,20.4560195,350
Dvosoban prazan stan za izdavanje ID#308540,"390,00 €",Serbia,"Beograd ","Opština Voždovac ","Vojvode Stepe ","Vojvode Stepe ","50 m2
Kvadratura",44.7753641,20.4753125,164
NOV DVOSOBAN STAN kompletno namešten!,"400,00 €",Serbia,"Beograd ","Opština Voždovac ","Farmaceutski fakultet ",Junska br. 2,"63 m2
Kvadratura",44.7471263,20.494329,1
Izdaje se namesten stan u bul. Despota stefana 101,"700,00 €",Serbia,"Beograd ","Opština Palilula ","Bulevar despota Stefana ",101,"76 m2
Kvadratura",44.8173075,20.4795778,2
"Zvezdara, Đeram, Garsonjera 33m2, terasa,CG, 4.sp","330,00 €",Serbia,"Beograd ","Opština Zvezdara ","Đeram pijaca ","Živojina Žujovića ","33 m2
Kvadratura",44.8013332,20.4872266,5
2.0 NAMEŠTEN NOVO NIKAD USELJAVAN ZEMUN,"450,00 €",Serbia,"Beograd ","Opština Zemun ","Prvomajska ",Živka Petrovića 5,"50 m2
Kvadratura",44.8417656,20.3867304,1
"Izdajemo trosoban stan,Krunski venac,136m2","2.200,00 €",Serbia,"Beograd ","Opština Vračar ","Krunski venac ","Braće Nedića ","136 m2
Kvadratura",44.8035531,20.4714699,1
Jednosoban stan pogodan za dve osobe,"200,00 €",Serbia,"Beograd ","Opština Palilula ","Karaburma ","Velje Miljkovica ","27 m2
Kvadratura",44.8172662,20.509558,6
Lux 4.0 / Bazen / igraliste/ sauna- sa svim trosk,"1.500,00 €",Serbia,"Beograd ","Opština Vračar ","Hram svetog Save ","Branicevska ","101 m2
Kvadratura",44.7981492,20.4691058,11
